"titulo" "P.ISSN" "E.ISSN" "qIF"
"1760" "Sociologia" "00380156" "" 5
"1761" "Sociological Focus" "00380237" "" 64
"1762" "Sociological Quarterly" "00380253" "" 76
"1763" "Sociologie du Travail" "00380296" "" 49
"1764" "Sociologisk Forskning" "00380342" "" 26
"1765" "Sociologus" "00380377" "" 48
"1766" "Sociology" "00380385" "" 93
"1767" "Sociology of Education" "00380407" "" 98
"1768" "Sodobna Pedagogika" "00380474" "" 22
"1769" "Soil Biology and Biochemistry" "00380717" "" 98
"1770" "Soil Science and Plant Nutrition" "00380768" "" 61
"1771" "Soils and Foundations" "00380806" "" 78
"1772" "Soins; la revue de reference infirmiere" "00380814" "" 8
"1773" "Journal of the Geodetic Society of Japan" "00380830" "" 8
"1774" "Solar Energy" "0038092X" "" 88
"1775" "Solar Physics" "00380938" "" 63
"1776" "Solid State Communications" "00381098" "" 54
"1777" "Solid-State Electronics" "00381101" "" 59
"1778" "Solid State Technology" "0038111X" "" 8
"1779" "South African Archaeological Bulletin" "00381969" "" 76
"1780" "Transactions of the South African Institute of Electrical Engineers" "00382221" "" 21
"1781" "South African Journal of Economics" "00382280" "" 58
"1782" "South African Journal of Obstetrics and Gynaecology" "00382329" "" 13
"1783" "South African Statistical Journal" "0038271X" "" 12
"1784" "South Atlantic Quarterly" "00382876" "" 99
"1785" "South Australian Ornithologist" "00382973" "" 7
"1786" "South Dakota medicine : the journal of the South Dakota State Medical Association" "00383317" "" 22
"1787" "Southeastern Geology" "00383678" "" 10
"1788" "Southern California Law Review" "00383910" "" 69
"1789" "Southern Economic Journal" "00384038" "" 50
"1790" "Southern Journal of Philosophy" "00384283" "" 81
"1791" "Southwestern Historical Quarterly" "0038478X" "" 21
"1792" "Southwestern Naturalist" "00384909" "" 8
"1793" "Soziale Welt" "00386073" "" 25
"1794" "Speculum" "00387134" "" 93
"1795" "Stand" "00389366" "" 27
"1796" "Stanford Law Review" "00389765" "" 88
"1797" "Statistica Neerlandica" "00390402" "" 22
"1798" "Industry Week" "00390895" "" 15
"1799" "Steroids" "0039128X" "" 67
"1800" "Stomatologiya" "00391735" "" 19
"1801" "STRONJNICKY CASOPIS" "00392472" "" 61
"1802" "Strojniski Vestnik/Journal of Mechanical Engineering" "00392480" "" 59
"1803" "Strumenti Critici" "00392618" "" 32
"1804" "Studi Emigrazione" "00392936" "" 9
"1805" "Studi Francesi" "00392944" "" 27
"1806" "Studi Storici" "00393037" "" 32
"1807" "Studia Linguistica" "00393193" "" 74
"1808" "Studia Liturgica" "00393207" "" 14
"1809" "Studia Logica" "00393215" "" 65
"1810" "Studia Mathematica" "00393223" "" 51
"1811" "Studia Monastica" "00393258" "" 14
"1812" "Studia Neophilologica" "00393274" "" 57
"1813" "Studia Psychologica" "00393320" "" 29
"1814" "Studia Socjologiczne" "00393371" "" 25
"1815" "Studies in Comparative International Development" "00393606" "" 78
"1816" "Studies in Conservation" "00393630" "" 83
"1817" "Studies in History and Philosophy of Science Part A" "00393681" "" 96
"1818" "Studies in Philology" "00393738" "" 27
"1819" "Studies in Philosophy and Education" "00393746" "" 80
"1820" "Studies in Romanticism" "00393762" "" 74
"1821" "Studies in the Literary Imagination" "00393819" "" 21
"1822" "Studies in the Novel" "00393827" "" 67
"1823" "Studii si cercetari lingvistice" "0039405X" "" 18
"1824" "Style" "00394238" "" 93
"1825" "Sudebno-Meditsinskaya Ekspertisa" "00394521" "" 18
"1826" "Suo" "00395471" "" 8
"1827" "Surface Science" "00396028" "" 64
"1828" "Surgery" "00396060" "" 92
"1829" "Surgical Clinics of North America" "00396109" "" 77
"1830" "Survey of Ophthalmology" "00396257" "" 95
"1831" "Survey Review" "00396265" "" 55
"1832" "Svensk Teologisk Kvartalskrift" "00396761" "" 24
"1833" "Sylwan" "00397660" "" 35
"1834" "Symposium - Quarterly Journal in Modern Literatures" "00397709" "" 67
"1835" "Synthese" "00397857" "" 90
"1836" "TESOL Quarterly" "00398322" "" 98
"1837" "Japanese Journal of Physical Fitness and Sports Medicine" "0039906X" "" 3
"1838" "Talanta" "00399140" "" 87
"1839" "Taxon" "00400262" "" 59
"1840" "Education and Training" "00400912" "" 84
"1841" "Technological Forecasting and Social Change" "00401625" "" 92
"1842" "Tectonophysics" "00401951" "" 84
"1843" "Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika)" "00402508" "" 28
"1844" "Temps Modernes" "00403075" "" 48
"1845" "Teologinen Aikakauskirja" "00403555" "" 24
"1846" "Teorija in Praksa" "00403598" "" 29
"1847" "Teoriya i Praktika Fizicheskoy Kultury" "00403601" "" 14
"1848" "Terapevticheskii Arkhiv" "00403660" "" 18
"1849" "Terra" "00403741" "" 1
"1850" "Tetrahedron" "00404020" "" 65
"1851" "Tetrahedron Letters" "00404039" "" 60
"1852" "Texas Law Review" "00404411" "" 79
"1853" "Texas Medicine" "00404470" "" 14
"1854" "Texas Transportation Researcher" "00404748" "" 5
"1855" "Textil-Revue" "00404861" "" 4
"1856" "TextilWirtschaft" "0040487X" "" 4
"1857" "Textile History" "00404969" "" 71
"1858" "Journal of the Textile Institute" "00405000" "" 68
"1859" "Textile Magazine" "00405078" "" 4
"1860" "Textile Progress" "00405167" "" 80
"1861" "Textile Reseach Journal" "00405175" "" 67
"1862" "Textiles Trends" "00405205" "" 4
"1863" "Textile World" "00405213" "" 9
"1864" "Text und Kritik" "00405329" "" 16
"1865" "Theaterheute" "00405507" "" 8
"1866" "Theatre Survey" "00405574" "" 62
"1867" "Theological Studies" "00405639" "" 84
"1868" "Theologische Rundschau" "00405698" "" 14
"1869" "Theology" "0040571X" "" 36
"1870" "Theology Today" "00405736" "" 32
"1871" "Therapeutische Umschau. Revue therapeutique" "00405930" "" 24
"1872" "Therapie" "00405957" "" 34
"1873" "Thermal Engineering (English translation of Teploenergetika)" "00406015" "" 48
"1874" "Thermochimica Acta" "00406031" "" 77
"1875" "Thin Solid Films" "00406090" "" 78
"1876" "Thomist" "00406325" "" 54
"1877" "Tidsskrift for Samfunnsforskning" "0040716X" "" 34
"1878" "Tijdschrift voor Filosofie" "0040750X" "" 30
"1879" "Tijdschrift Voor Geschiedenis" "00407518" "" 56
"1880" "Tijdschrift Voor Nederlandse Taal-en Letterkunde" "00407550" "" 54
"1881" "Tissue and Cell" "00408166" "" 17
"1882" "Journal of the Medical Society of Toho University" "00408670" "" 1
"1883" "Tohoku Mathematical Journal" "00408735" "" 45
"1884" "The Bulletin of Tokyo Dental College" "00408891" "" 54
"1885" "Journal of Tokyo Medical University" "00408905" "" 1
"1886" "Topique" "00409375" "" 3
"1887" "Town Planning Review" "00410020" "" 68
"1888" "Toxicon" "00410101" "" 52
"1889" "Transplantation" "00411337" "" 79
"1890" "Transplantation Proceedings" "00411345" "" 45
"1891" "Transportation Journal" "00411612" "" 42
"1892" "Travail Humain" "00411868" "" 33
"1893" "Trimestre Economico" "00413011" "" 13
"1894" "Triquarterly" "00413097" "" 21
"1895" "Tropical Agriculture" "00413216" "" 13
"1896" "Tsitologiya" "00413771" "" 16
"1897" "Tunisie Medicale" "00414131" "" 30
"1898" "Belleten" "00414255" "" 21
"1899" "Turkish Journal of Pediatrics" "00414301" "" 28
"1900" "Twentieth Century Literature" "0041462X" "" 7
"1901" "Tydskrift vir Geesteswetenskappe" "00414751" "" 58
"1902" "Tydskrif vir Letterkunde" "0041476X" "" 74
"1903" "UCLA Law Review" "00415650" "" 76
"1904" "Ugeskrift for Laeger" "00415782" "" 7
"1905" "Ugol" "00415790" "" 32
"1906" "Ukrainian Mathematical Journal" "00415995" "" 18
"1907" "Ulster Medical Journal" "00416193" "" 40
"1908" "Ultrasonics" "0041624X" "" 83
"1909" "Unasylva" "00416436" "" 44
"1910" "Revista de la Union Matematica Argentina" "00416932" "" 22
"1911" "Boletin Mexicano de Derecho Comparado" "00418633" "" 12
"1912" "Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova" "00418994" "" 22
"1913" "University of Chicago Law Review" "00419494" "" 78
"1914" "University of Pennsylvania Law Review" "00419907" "" 89
"1915" "University of Pittsburgh Law Review" "00419915" "" 7
"1916" "Journal of Agriculture of the University of Puerto Rico" "0041994X" "" 4
"1917" "University of Toronto Law Journal" "00420220" "" 55
"1918" "University of Toronto Quarterly" "00420247" "" 38
"1919" "Urban Education" "00420859" "" 90
"1920" "The Urban Review" "00420972" "" 78
"1921" "Vacuum" "0042207X" "" 76
"1922" "Vanderbilt Law Review" "00422533" "" 72
"1923" "Vehicle System Dynamics" "00423114" "" 95
"1924" "Vertiflite" "00424455" "" 6
"1925" "Vestnik Oftalmologii" "0042465X" "" 20
"1926" "Vestnik Oto-Rino-Laringologii" "00424668" "" 18
"1927" "Veterinary Record" "00424900" "" 33
"1928" "Victorian Naturalist" "00425184" "" 12
"1929" "Vierteljahrshefte fur Zeitgeschichte" "00425702" "" 63
"1930" "Virginia Law Review" "00426601" "" 80
"1931" "Virginia Quarterly Review" "0042675X" "" 18
"1932" "Virittaja" "00426806" "" 33
"1933" "Vision Research" "00426989" "" 85
"1934" "Vitis - Journal of Grapevine Research" "00427500" "" 60
"1935" "Journal of Hydrology and Hydromechanics" "0042790X" "" 78
"1936" "Vojnosanitetski Pregled" "00428450" "" 22
"1937" "Volta Review" "00428639" "" 59
"1938" "Voprosy Ekonomiki" "00428736" "" 66
"1939" "Voprosy Filosofii" "00428744" "" 37
"1940" "Voprosy Istorii" "00428779" "" 12
"1941" "Voprosy kurortologii, fizioterapii, i lechebnoi fizicheskoi kultury" "00428787" "" 25
"1942" "Zhurnal Voprosy Neirokhirurgii Imeni N.N. Burdenko" "00428817" "" 22
"1943" "Voprosy Pitaniia" "00428833" "" 30
"1944" "Voprosy Psikhologii" "00428841" "" 10
"1945" "Vox Romanica" "0042899X" "" 48
"1946" "Waffen-und Kostumkunde" "00429945" "" 8
"1947" "Washington Law Review" "00430617" "" 51
"1948" "Wasserwirtschaft" "00430978" "" 11
"1949" "Water and Wastes Digest" "00431141" "" 1
"1950" "Water Research" "00431354" "" 99
"1951" "Water Resources Research" "00431397" "" 96
"1952" "Wear" "00431648" "" 85
"1953" "Weather" "00431656" "" 18
"1954" "Weimarer Beitrage" "00432199" "" 32
"1955" "Welding in the World, Le Soudage Dans Le Monde" "00432288" "" 73
"1956" "Welding Journal" "00432296" "" 36
"1957" "Welsh History Review" "00432431" "" 43
"1958" "Welt der Slaven-Halbjahresschrift fur Slavistik" "00432520" "" 91
"1959" "Western American Literature" "00433462" "" 82
"1960" "Western Folklore" "0043373X" "" 8
"1961" "Western Historical Quarterly" "00433810" "" 45
"1962" "Western Humanities Review" "00433845" "" 27
"1963" "Wiadomosci Lekarskie" "00435147" "" 25
"1964" "Wiener Klinische Wochenschrift" "00435325" "" 73
"1965" "William and Mary Quarterly" "00435597" "" 91
"1966" "Wirtschaftsdienst" "00436275" "" 7
"1967" "Wisconsin Law Review" "0043650X" "" 47
"1968" "Wochenblatt fuer Papierfabrikation" "00437131" "" 22
"1969" "Word" "00437956" "" 56
"1970" "Wordsworth Circle" "00438006" "" 57
"1971" "World of Music" "00438774" "" 25
"1972" "World Oil" "00438790" "" 5
"1973" "World's Poultry Science Journal" "00439339" "" 69
"1974" "Yale Law Journal" "00440094" "" 92
"1975" "Ymer" "00440477" "" 8
"1976" "Proceedings of the Yorkshire Geological Society" "00440604" "" 40
"1977" "Youth and Society" "0044118X" "" 92
"1978" "Zeitschrift fur Dialektologie und Linguistik" "00441449" "" 3
"1979" "Zeitschrift fur Agyptische Sprache und Altertumskunde" "0044216X" "" 79
"1980" "Zeitschrift fur Anglistik und Amerikanistik" "00442305" "" 64
"1981" "Zeitschrift fur Balkanologie" "00442356" "" 21
"1982" "Journal of Business Economics" "00442372" "" 63
"1983" "Zeitschrift fur Bibliothekswesen und Bibliographie" "00442380" "" 5
"1984" "Zeitschrift fur Deutsche Philologie" "00442496" "" 7
"1985" "Zeitschrift fur Deutsches Altertum und Deutsche Literatur" "00442518" "" 44
"1986" "Zeitschrift fur Ethnologie" "00442666" "" 32
"1987" "Zeitschrift fur Evangelische Ethik" "00442674" "" 32
"1988" "Zeitschrift fur Franzosische Sprache und Literatur" "00442747" "" 77
"1989" "Zeitschrift fur Geschichtswissenschaft" "00442828" "" 18
"1990" "Zeitschrift fur Katholische Theologie" "00442895" "" 27
"1991" "Zeitschfrift fur Kristallographie" "00442968" "" 50
"1992" "Zeitschrift fÃ¼r Kunstgeschichte" "00442992" "" 50
"1993" "Zeitschrift fur Padagogik" "00443247" "" 27
"1994" "Zeitschrift fur Philosophische Forschung" "00443301" "" 45
"1995" "Zeitschrift fur Slavische Philologie" "00443492" "" 27
"1996" "Zeitschrift fur Slawistik" "00443506" "" 41
"1997" "Zeitschrift fur Theologie und Kirche" "00443549" "" 66
"1998" "Zeitschrift fur Wirtschaftsgeographie" "00443751" "" 53
"1999" "Zhurnal Obshchei Biologii" "00444596" "" 8
"2000" "Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I.P. Pavlova" "00444677" "" 8
"2001" "Zoologicheskii Zhurnal" "00445134" "" 7
"2002" "Zoologische Garten" "00445169" "" 8
"2003" "Zoologischer Anzeiger" "00445231" "" 73
"2004" "Zuchtungskunde" "00445401" "" 5
"2005" "Acadiensis" "00445851" "" 43
"2006" "Acta Amazonica" "00445967" "" 66
"2007" "Acta Medica Iranica" "00446025" "" 71
"2008" "Adverse Drug Reaction Bulletin" "00446394" "" 21
"2009" "Ambio" "00447447" "" 97
"2010" "Amerasia Journal" "00447471" "" 27
"2011" "American Laboratory" "00447749" "" 6
"2012" "American Studies in Scandinavia" "00448060" "" 21
"2013" "Aquaculture" "00448486" "" 92
"2014" "Architektura a Urbanizmus" "00448680" "" 47
"2015" "Archiv Orientalni" "00448699" "" 52
"2016" "Archivium Hibernicum" "00448745" "" 41
"2017" "Australian Dental Journal" "00450421" "" 67
"2018" "Australian Journal of Forensic Sciences" "00450618" "" 45
"2019" "Biologie in Unserer Zeit" "0045205X" "" 5
"2020" "Canadian Journal of Philosophy" "00455091" "" 87
"2021" "Chemosphere" "00456535" "" 93
"2022" "Children's Literature in Education" "00456713" "" 66
"2023" "Computer Methods in Applied Mechanics and Engineering" "00457825" "" 99
"2024" "Computers and Electrical Engineering" "00457906" "" 85
"2025" "Computers and Fluids" "00457930" "" 86
"2026" "Computers and Structures" "00457949" "" 92
"2027" "Copeia" "00458511" "" 64
"2028" "Czasopismo Geographiczne" "00459453" "" 5
"2029" "Ecology Law Quarterly" "00461121" "" 44
"2030" "Eirene" "00461628" "" 19
"2031" "Environmental Entomology" "0046225X" "" 74
"2032" "Espace Geographique" "00462497" "" 13
"2033" "Ethnologie Francaise" "00462616" "" 49
"2034" "Feminist Studies" "00463663" "" 37
"2035" "Filozofia" "0046385X" "" 54
"2036" "Geotechnical Engineering" "00465828" "" 21
"2037" "Historisk tidskrift for Finland" "00467596" "" 21
"2038" "Human Pathology" "00468177" "" 79
"2039" "Idealistic Studies" "00468541" "" 9
"2040" "Indian Journal of Microbiology" "00468991" "" 66
"2041" "Journal of the Institute of Brewing" "00469750" "" 49
"2042" "International Journal of Sport Psychology" "00470767" "" 26
"2043" "Japanese Journal of Veterinary Research" "00471917" "" 57
"2044" "Jornal Brasileiro de Psiquiatria" "00472085" "" 24
"2045" "Journal for the Study of Judaism" "00472212" "" 85
"2046" "Journal of Contemporary Asia" "00472336" "" 97
"2047" "Journal of Criminal Justice" "00472352" "" 99
"2048" "Journal of Environmental Quality" "00472425" "" 82
"2049" "Journal of Nursing" "0047262X" "" 21
"2050" "Journal of Political and Military Sociology" "00472697" "" 15
"2051" "Journal of Public Economics" "00472727" "" 87
"2052" "Journal of Travel Research" "00472875" "" 99
"2053" "Kettenwirk-Praxis" "00473405" "" 18
"2054" "Litterature" "00474800" "" 16
"2055" "McKinsey Quarterly" "00475394" "" 39
"2056" "Mechanisms of Ageing and Development" "00476374" "" 75
"2057" "Midland History" "0047729X" "" 54
"2058" "Moreana" "00478105" "" 24
"2059" "New Electronics" "00479624" "" 1
"2060" "New Zealand Journal of Forestry Science" "00480134" "" 62
"2061" "Packaging News" "00482676" "" 3
"2062" "Pakistan Textile Journal" "00482757" "" 4
"2063" "Personnel Review" "00483486" "" 73
"2064" "Philippine Journal of Nursing" "00483818" "" 4
"2065" "Philosophia (United States)" "00483893" "" 66
"2066" "Philosophy of the Social Sciences" "00483931" "" 75
"2067" "Ploughshares" "00484474" "" 7
"2068" "Policlinico - Sezione Medica" "00484717" "" 1
"2069" "Positif" "00484911" "" 8
"2070" "Psihologija" "00485705" "" 28
"2071" "Psychiatric Annals" "00485713" "" 18
"2072" "Psychopharmacology Bulletin" "00485764" "" 59
"2073" "Publius" "00485950" "" 82
"2074" "Quinzaine Litteraire" "00486493" "" 7
"2075" "Radio Science" "00486604" "" 71
"2076" "Ramus" "0048671X" "" 91
"2077" "Rehabilitacion" "00487120" "" 11
"2078" "Research Policy" "00487333" "" 97
"2079" "Reumatismo" "00487449" "" 29
"2080" "Review of Regional Studies" "0048749X" "" 38
"2081" "Revista de Obstetricia y Ginecologia de Venezuela" "00487732" "" 15
"2082" "Revue d'Histoire Moderne et Contemporaine" "00488003" "" 64
"2083" "Revue Internationale de Philosophie" "00488143" "" 40
"2084" "Rivista Italiana di Scienza Politica" "00488402" "" 70
"2085" "Romantisme" "00488593" "" 21
"2086" "Science of the Total Environment" "00489697" "" 96
"2087" "Seminars in Arthritis and Rheumatism" "00490172" "" 97
"2088" "Sociologia" "00491225" "" 44
"2089" "Sociological Methods and Research" "00491241" "" 97
"2090" "Sub-Stance" "00492426" "" 89
"2091" "Tamkang Review" "00492949" "" 21
"2092" "Technical Communication" "00493155" "" 66
"2093" "Textiles Panamericanos" "00493570" "" 1
"2094" "Thrombosis Research" "00493848" "" 63
"2095" "Tierarztliche Umschau" "00493864" "" 4
"2096" "Rendiconti dell'Istituto di Matematica dell'Universita di Trieste" "00494704" "" 16
"2097" "Tropical Doctor" "00494755" "" 22
"2098" "Umeni" "00495123" "" 28
"2099" "Women's Studies" "00497878" "" 43
"2100" "Weekly epidemiological record. Releve epidemiologique hebdomadaire. World Health Organization" "00498114" "" 96
"2101" "Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie" "00498637" "" 40
"2102" "Lili - Zeitschrift fur Literaturwissenschaft und Linguistik" "00498653" "" 37
"2103" "Zeitschrift fur Romanische Philologie" "00498661" "" 60
"2104" "Acta Arithmetica" "00651036" "" 28
"2105" "Acta Baltico-Slavica" "00651044" "" 29
"2106" "Acta Classica" "00651141" "" 5
"2107" "Acta Histochemica" "00651281" "" 49
"2108" "Acta Neurochirurgica, Supplement" "00651419" "" 46
